studyID,studyName,species,treatment,treatment.year,%BA-removed,treatment.notes,measurement.year,responseVariable,units,mean_treatment,n_treatment,sd_treatment,se_treatment,mean_control,n_control,sd_control,se_control,disturbance,disturbanceStart,disturbanceEnd,mortalityAgent,method,SiteName,latitude coordinate,longitude coordinate,comment,"Carbon-vs-Mortality (1=Carbon, 2=Mortality)",ImputedBAremoved? (1=yes),ImputedSD? (1=yes),MortalityAttributionUncertain (1=yes),PercentComposition,"GroupingFlags (same number = should be grouped later, recycle numbers between studies. If nothing should be grouped, write NA)",Nis2,NoTrueControl,thin_severity,Olson_Biome,cwd,map,vpd,mat
187,Stark et al 2013,Abies concolor (large),thinning,2002,21.1,,2005,Basal area mortality rate,fraction,0.0003,20,0.00134164,0.0003,0.0011,20,0.00447214,0.001,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,2,0,0,low,Temperate Conifer Forests,338.68,519.5,0.46997222,2.03713889
187,Stark et al 2013,Abies concolor (small),thinning + Rx fire,2002,28.6,,2005,Basal area mortality rate,fraction,0.0011,20,0.00357771,0.0008,0.0019,20,0.00491935,0.0011,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,3,0,0,,Temperate Broadleaf and Mixed Forests,54.7366667,739.033333,0.33825,3.17934722
187,Stark et al 2013,Abies concolor (medium),thinning + Rx fire,2002,28.6,,2005,Basal area mortality rate,fraction,0.0016,20,0.00715542,0.0016,0.0007,20,0.00178885,0.0004,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,3,0,0,,Temperate Conifer Forests,507.203333,479.223333,0.61358333,4.53041667
187,Stark et al 2013,Abies concolor (large),thinning + Rx fire,2002,28.6,,2005,Basal area mortality rate,fraction,0.0022,20,0.00804984,0.0018,0.0011,20,0.00447214,0.001,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,3,0,0,,Temperate Conifer Forests,507.203333,479.223333,0.61358333,4.53041667
187,Stark et al 2013,Pinus lambertiana (small),Rx fire,2002,3.2,,2005,Basal area mortality rate,fraction,0.0144,20,0.03354102,0.0075,0.0108,20,0.04829907,0.0108,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,1,0,0,,Temperate Conifer Forests,507.203333,479.223333,0.61358333,4.53041667
187,Stark et al 2013,Pinus lambertiana (medium),Rx fire,2002,3.2,,2005,Basal area mortality rate,fraction,0.0594,20,0.15384148,0.0344,0.0012,20,0.00536656,0.0012,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,1,0,0,,Temperate Conifer Forests,507.203333,479.223333,0.61358333,4.53041667
187,Stark et al 2013,Pinus lambertiana (large),Rx fire,2002,3.2,,2005,Basal area mortality rate,fraction,0,20,0,0,0,20,0,0,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,1,0,0,,Temperate Conifer Forests,507.203333,479.223333,0.61358333,4.53041667
187,Stark et al 2013,Pinus lambertiana (small),thinning,2002,21.1,,2005,Basal area mortality rate,fraction,0,20,0,0,0.0108,20,0.04829907,0.0108,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,2,0,0,low,Temperate Conifer Forests,642.813333,384.713333,0.65697222,6.60106944
187,Stark et al 2013,Pinus lambertiana (medium),thinning,2002,21.1,,2005,Basal area mortality rate,fraction,0,20,0,0,0.0012,20,0.00536656,0.0012,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,2,0,0,low,Temperate Conifer Forests,642.813333,384.713333,0.65697222,6.60106944
187,Stark et al 2013,Pinus lambertiana (large),thinning,2002,21.1,,2005,Basal area mortality rate,fraction,0,20,0,0,0,20,0,0,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,2,0,0,low,Temperate Conifer Forests,642.813333,384.713333,0.65697222,6.60106944
187,Stark et al 2013,Pinus lambertiana (small),thinning + Rx fire,2002,28.6,,2005,Basal area mortality rate,fraction,0.0036,20,0.01609969,0.0036,0.0108,20,0.04829907,0.0108,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,3,0,0,,Temperate Conifer Forests,642.813333,384.713333,0.65697222,6.60106944
187,Stark et al 2013,Pinus lambertiana (medium),thinning + Rx fire,2002,28.6,,2005,Basal area mortality rate,fraction,0,20,0,0,0.0012,20,0.00536656,0.0012,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,3,0,0,,Temperate Conifer Forests,642.813333,384.713333,0.65697222,6.60106944
187,Stark et al 2013,Pinus lambertiana (large),thinning + Rx fire,2002,28.6,,2005,Basal area mortality rate,fraction,0.001,20,0.00447214,0.001,0,20,0,0,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,3,0,0,,Temperate Conifer Forests,524.82,1306.09,0.7795,8.53658333
187,Stark et al 2013,Pinus ponderosa (small),Rx fire,2002,3.2,,2005,Basal area mortality rate,fraction,0.002,20,0.00894427,0.002,0,20,0,0,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,1,0,0,,Temperate Conifer Forests,524.82,1306.09,0.7795,8.53658333
187,Stark et al 2013,Pinus ponderosa (medium),Rx fire,2002,3.2,,2005,Basal area mortality rate,fraction,0.0025,20,0.01118034,0.0025,0,20,0,0,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,1,0,0,,Temperate Conifer Forests,524.82,1306.09,0.7795,8.53658333
187,Stark et al 2013,Pinus ponderosa (large),Rx fire,2002,3.2,,2005,Basal area mortality rate,fraction,0.0006,20,0.00268328,0.0006,0.0003,20,0.00134164,0.0003,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,1,0,0,,Temperate Conifer Forests,524.82,1306.09,0.7795,8.53658333
187,Stark et al 2013,Pinus ponderosa (small),thinning,2002,21.1,,2005,Basal area mortality rate,fraction,0,20,0,0,0,20,0,0,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,2,0,0,low,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
187,Stark et al 2013,Pinus ponderosa (medium),thinning,2002,21.1,,2005,Basal area mortality rate,fraction,0,20,0,0,0,20,0,0,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,2,0,0,low,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
187,Stark et al 2013,Pinus ponderosa (large),thinning,2002,21.1,,2005,Basal area mortality rate,fraction,0,20,0,0,0.0003,20,0.00134164,0.0003,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,2,0,0,low,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
187,Stark et al 2013,Pinus ponderosa (small),thinning + Rx fire,2002,28.6,,2005,Basal area mortality rate,fraction,0,20,0,0,0,20,0,0,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,3,0,0,,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
187,Stark et al 2013,Pinus ponderosa (medium),thinning + Rx fire,2002,28.6,,2005,Basal area mortality rate,fraction,0,20,0,0,0,20,0,0,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,3,0,0,,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
187,Stark et al 2013,Pinus ponderosa (large),thinning + Rx fire,2002,28.6,,2005,Basal area mortality rate,fraction,0.0004,20,0.00178885,0.0004,0.0003,20,0.00134164,0.0003,insects,2002,2005,"western pine beetle, mountain pine beetle, fir engraver",Field experiment,"Blodgett Forest Research Station, Georgetown, CA",38.91,-120.66,,2,0,0,0,,3,0,0,,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,high density thinning,1999-2002,3.4,%BA removed is calculated as (control - treatment)/control,2002,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0.00383978,3,0.00360823,0.00208321,0.00934879,3,0.00193322,0.00111615,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,1,0,0,low,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,medium density thinning,1999-2002,25.1,%BA removed is calculated as (control - treatment)/control,2002,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0.00954182,3,0.01131013,0.0065299,0.00934879,3,0.00193322,0.00111615,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,2,0,0,moderate,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,low density thinning,1999-2002,40.2,%BA removed is calculated as (control - treatment)/control,2002,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0.01216448,3,0.008481,0.00489651,0.00934879,3,0.00193322,0.00111615,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,3,0,0,moderate,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,high density thinning,1999-2003,3.4,%BA removed is calculated as (control - treatment)/control,2003,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0.00418991,3,0.00731038,0.00422065,0.00723896,3,0.01070256,0.00617913,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,1,0,0,low,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,medium density thinning,1999-2003,25.1,%BA removed is calculated as (control - treatment)/control,2003,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0.00631388,3,0.00575685,0.00332372,0.00723896,3,0.01070256,0.00617913,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,2,0,0,moderate,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,low density thinning,1999-2003,40.2,%BA removed is calculated as (control - treatment)/control,2003,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0.0108226,3,0.00534372,0.0030852,0.00723896,3,0.01070256,0.00617913,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,3,0,0,moderate,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,high density thinning,1999-2004,3.4,%BA removed is calculated as (control - treatment)/control,2004,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0.00644568,3,0.01119726,0.00646474,0.00642478,3,0.00601815,0.00347458,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,1,0,0,low,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,medium density thinning,1999-2004,25.1,%BA removed is calculated as (control - treatment)/control,2004,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0.00944764,3,0.00236978,0.00136819,0.00642478,3,0.00601815,0.00347458,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,2,0,0,moderate,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,low density thinning,1999-2004,40.2,%BA removed is calculated as (control - treatment)/control,2004,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0.0022945,3,0.00201925,0.00116582,0.00642478,3,0.00601815,0.00347458,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,3,0,0,moderate,Temperate Broadleaf and Mixed Forests,72.7766667,1233.82,0.48977778,9.75481944
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,high density thinning,1999-2005,3.4,%BA removed is calculated as (control - treatment)/control,2005,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0.00214524,3,0.00360088,0.00207897,0.00081258,3,0.00141361,0.00081615,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,1,0,0,low,Temperate Conifer Forests,272.59,1170.3,0.90466667,17.9244444
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,medium density thinning,1999-2005,25.1,%BA removed is calculated as (control - treatment)/control,2005,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0,3,0,0,0.00081258,3,0.00141361,0.00081615,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,2,0,0,moderate,Temperate Conifer Forests,272.59,1170.3,0.90466667,17.9244444
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,low density thinning,1999-2005,40.2,%BA removed is calculated as (control - treatment)/control,2005,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0,3,0,0,0.00081258,3,0.00141361,0.00081615,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,3,0,0,moderate,Temperate Conifer Forests,272.59,1170.3,0.90466667,17.9244444
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,high density thinning,1999-2006,3.4,%BA removed is calculated as (control - treatment)/control,2006,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0,3,0,0,0.00081037,3,0.00140615,0.00081184,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,1,0,0,low,Temperate Conifer Forests,699.37,676.026667,0.76477778,6.56779167
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,medium density thinning,1999-2006,25.1,%BA removed is calculated as (control - treatment)/control,2006,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0,3,0,0,0.00081037,3,0.00140615,0.00081184,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,2,0,0,moderate,Temperate Conifer Forests,699.37,676.026667,0.76477778,6.56779167
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,low density thinning,1999-2006,40.2,%BA removed is calculated as (control - treatment)/control,2006,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0,3,0,0,0.00081037,3,0.00140615,0.00081184,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,3,0,0,moderate,Temperate Conifer Forests,699.37,676.026667,0.76477778,6.56779167
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,high density thinning,1999-2007,3.4,%BA removed is calculated as (control - treatment)/control,2007,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0,3,0,0,0.00223438,3,0.00242707,0.00140127,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,1,0,0,low,Temperate Conifer Forests,699.37,676.026667,0.76477778,6.56779167
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,medium density thinning,1999-2007,25.1,%BA removed is calculated as (control - treatment)/control,2007,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0,3,0,0,0.00223438,3,0.00242707,0.00140127,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,2,0,0,moderate,Temperate Conifer Forests,699.37,676.026667,0.76477778,6.56779167
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,low density thinning,1999-2007,40.2,%BA removed is calculated as (control - treatment)/control,2007,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0,3,0,0,0.00223438,3,0.00242707,0.00140127,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,3,0,0,moderate,Temperate Conifer Forests,699.37,676.026667,0.76477778,6.56779167
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,high density thinning,1999-2008,3.4,%BA removed is calculated as (control - treatment)/control,2008,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0.00421413,3,0.00376167,0.0021718,0.00164336,3,0.00275736,0.00159196,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,1,0,0,low,Temperate Conifer Forests,699.37,676.026667,0.76477778,6.56779167
190,Fettig et al 2011,Pinus jeffreyi; Pinus ponderosa; Abies concolor,medium density thinning,1999-2008,25.1,%BA removed is calculated as (control - treatment)/control,2008,"mortality, percentage of bark beetle-killed trees/ha/yr",fraction,0.00448438,3,0.00778314,0.0044936,0.00164336,3,0.00275736,0.00159196,insects,1999,2009,Scolytus ventralis; Dendroctonus ponderosae; Dendroctonus jeffreyi; Ips pini; Orthotomicus; Dendroctonus brevicomis,Field experiment,Tahoe National Forest,39.47,-120.05,"Lat and lon are location of research station hq, not individual stands",2,0,0,0,,2,0,0,moderate,Temperate Conifer Forests,699.37,676.026667,0.76477778,6.56779167
